date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:39:36	7604/7604	---M--	200	added ('OK')	text/html	etag:%226796b510-1db4%22	https://cartao-aprovado.site/card/recebimento/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/index.php.html	(from https://cartao-aprovado.site/card/load/index.php.html)
15:39:36	84054/84054	---M--	200	added ('OK')	image/jpeg	etag:%226796aee4-14856%22	https://cartao-aprovado.site/NbAA44v.jpeg	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/NbAA44v.jpg	(from https://cartao-aprovado.site/card/recebimento/index.php.html)
15:39:36	12618/12618	---M--	200	added ('OK')	text/html	etag:%226796b516-314a%22	https://cartao-aprovado.site/card/recebimento/cep/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/index.php.html	(from https://cartao-aprovado.site/card/recebimento/index.php.html)
15:39:37	7654/7654	---M--	200	added ('OK')	text/html	etag:%226796b51c-1de6%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/index.php.html	(from https://cartao-aprovado.site/card/recebimento/cep/index.php.html)
15:39:37	8764/8764	---M--	200	added ('OK')	text/html	etag:%226796b522-223c%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/maneger/index.php.html	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/index.php.html)
15:39:37	108013/108013	---M--	200	added ('OK')	image/jpeg	etag:%226796aede-1a5ed%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/gerente.jpeg	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/maneger/gerente.jpg	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/index.php.html)
15:39:38	8375/8375	---M--	200	added ('OK')	text/html	etag:%226796b528-20b7%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/index.php.html	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/index.php.html)
15:39:38	6557/6557	---M--	200	added ('OK')	text/html	etag:%226796b532-199d%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/sedex/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/sedex/index.php.html	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/index.php.html)
15:39:38	6548/6548	---M--	200	added ('OK')	text/html	etag:%226796b53e-1994%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/pac/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/pac/index.php.html	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/index.php.html)
15:39:39	8769/8769	---M--	200	added ('OK')	text/html	etag:%226796b54a-2241%22	https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/card/index.php.html	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/card/index.php.html	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/sedex/index.php.html)
15:39:39	1844/1844	---M--	200	added ('OK')	image/png	etag:%226796aedc-734%22	https://cartao-aprovado.site/128/9334/9334627-1.png	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/128/9334/9334627-1.png	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/card/index.php.html)
15:39:39	1958/1958	---M--	200	added ('OK')	image/svg+xml	etag:%226796aee4-7a6%22	https://cartao-aprovado.site/show/369926/connection-nfc-1.svg	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/show/369926/connection-nfc-1.svg	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/card/index.php.html)
15:39:40	65462/65462	---M--	200	added ('OK')	image/png	etag:%226796aedc-ffb6%22	https://cartao-aprovado.site/8b1cc0c7-5e15-4589-8ee6-efa6016a75ce/8b1cc0c7-5e15-4589-8ee6-efa6016a75ce-1.png	C:/Users/mathe/Downloads/Site%20httrack/shopee/cartao-aprovado.site/8b1cc0c7-5e15-4589-8ee6-efa6016a75ce/8b1cc0c7-5e15-4589-8ee6-efa6016a75ce-1.png	(from https://cartao-aprovado.site/card/recebimento/cep/confirma/maneger/sedex/card/index.php.html)
